"CASnummer","Id","Codes","Omschrijving","Groep","Begin.geldigheid","Eind.geldigheid","Status","Gerelateerd","Guid","Exactmatch"
"82-68-8",1455,"PeClNO2Ben","pentachloornitrobenzeen (quintozeen)","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-eb789ea5-fc38-4ff2-aa40-cf99a0ed95db","http://vocab.nerc.ac.uk/collection/S27/current/CS003848/"
"82558-50-7",4030,"isxbn","isoxaben","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-05cb6157-1b65-4bbf-9216-6a6d05aaf556","http://vocab.nerc.ac.uk/collection/S27/current/CS004245/"
"82657-04-3",376,"biftn","bifenthrin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-1722ebb9-1f59-44df-b627-e0b8723c9079","http://vocab.nerc.ac.uk/collection/S27/current/CS003849/"
"83-15-8",5961,"Nact4Aoatprn","N-acetyl-4-aminoantipyrine","ChemischeStof","2018-08-04","2100-01-01","Geldig","","Id-30acd90c-ac3e-4f93-b542-940d59bc7e4f","http://vocab.nerc.ac.uk/collection/S27/current/CS004427/"
"83-32-9",247,"AcNe","acenafteen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-dcd30307-73cd-4835-b050-a3b7222d8b28","http://vocab.nerc.ac.uk/collection/S27/current/CS001999/"
"83-42-1",2991,"2Cl6NO2Tol","2-chloor-6-nitrotolueen","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-0d9ba7a3-e845-4bdb-b6c6-3df39c26439e","http://vocab.nerc.ac.uk/collection/S27/current/CS003254/"
"83-42-1",2991,"2Cl6NO2Tol","2-chloor-6-nitrotolueen","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-72595c72-6481-46f4-b115-75b1694dc082","http://vocab.nerc.ac.uk/collection/S27/current/CS003254/"
"83-46-5",3290,"bsitsrl","beta-sitosterol","ChemischeStof","2012-11-17","2100-01-01","Geldig","","Id-000b85e6-f344-4ec8-959b-2104c2a2bf62","http://vocab.nerc.ac.uk/collection/S27/current/CS001131/"
"83121-18-0",2454,"tefbzrn","teflubenzuron","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6f1533c1-f004-440f-b994-666a22d3b129","http://vocab.nerc.ac.uk/collection/S27/current/CS001446/"
"83164-33-4",3624,"Dffncn","diflufenican","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-7a5ddb1a-71d5-48d5-8473-5e94fba3d7da","http://vocab.nerc.ac.uk/collection/S27/current/CS003827/"
"834-12-8",285,"amtn","ametryn","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-f09398d4-979d-412a-befa-f36fc9059aed","http://vocab.nerc.ac.uk/collection/S27/current/CS003865/"
"83881-51-0",6389,"cetrzne","cetirizine","ChemischeStof","2020-06-12","2100-01-01","Geldig","","Id-4b4c9afe-ad7d-49f4-b0d2-c867ce663c46","http://vocab.nerc.ac.uk/collection/S27/current/CS004053/"
"84-61-7",3586,"DccC6yFt","dicyclohexylftalaat","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-b2eade1f-6ff5-4c87-8095-a97ba3ec38b8","http://vocab.nerc.ac.uk/collection/S27/current/CS003877/"
"84-65-1",300,"antcnn","antrachinon","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-1e4d9981-3a17-4023-af49-a1a98d4fc842","http://vocab.nerc.ac.uk/collection/S27/current/CS004182/"
"84-66-2",642,"DC2yFt","diethylftalaat","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-cdaf0ca5-016c-4aa9-9522-c82360379878","http://vocab.nerc.ac.uk/collection/S27/current/CS003812/"
"84-69-5",577,"DiC4yFt","diisobutylftalaat","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-f304a39d-8e08-424d-8829-e662d0720fd3","http://vocab.nerc.ac.uk/collection/S27/current/CS003875/"
"84-74-2",600,"DC4yFt","dibutylftalaat","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-0ffffc57-2e2e-4648-8327-d0fcbf8543ed","http://vocab.nerc.ac.uk/collection/S27/current/CS003889/"
"84057-84-1",5980,"lamtgne","lamotrigine","ChemischeStof","2018-10-02","2100-01-01","Geldig","","Id-b965ecf2-957a-4e1d-9ab6-250c5c5fca28","http://vocab.nerc.ac.uk/collection/S27/current/CS004428/"
"84852-15-3",2367,"s4C9yFol","som vertakte 4-nonylfenol-isomeren","ChemischeStof","2011-06-08","2011-08-26","Vervallen","","Id-89f8015a-054b-41cf-a886-d94eb934d5fb","http://vocab.nerc.ac.uk/collection/S27/current/CS003868/"
"84852-15-3",2367,"s4C9yFol","som 4-nonylfenol-isomeren (vertakt)","ChemischeStof","2014-08-01","2100-01-01","Geldig","","Id-3bb37121-2f79-4d22-9da6-f2d15c90d414","http://vocab.nerc.ac.uk/collection/S27/current/CS003868/"
"85-01-8",746,"Fen","fenanthreen","ChemischeStof","2011-06-08","2011-08-26","Vervallen","","Id-c344436f-0b6c-4845-a9ca-71d9bc973094","http://vocab.nerc.ac.uk/collection/S27/current/CS002601/"
"85-01-8",746,"Fen","fenantreen","ChemischeStof","2011-08-27","2100-01-01","Geldig","","Id-9ab6858b-9de7-49c5-bf7f-ef866e56155e","http://vocab.nerc.ac.uk/collection/S27/current/CS002601/"
"85-68-7",361,"benzC4yFt","benzylbutylftalaat","ChemischeStof","2011-06-08","2011-06-08","Vervallen","","Id-7d0603e2-3a5f-4d79-ade0-2c8928bf72a7","http://vocab.nerc.ac.uk/collection/S27/current/CS003822/"
"85-68-7",361,"benzC4yFt","benzylbutylftalaat","ChemischeStof","2011-06-09","2100-01-01","Geldig","","Id-89e04db9-a452-4c6f-8e9c-d4ad7cb7c2d8","http://vocab.nerc.ac.uk/collection/S27/current/CS003822/"
"85509-19-9",3830,"fluslzl","flusilazool","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-fdd10343-0700-4b33-bec1-e614946cf4bc","http://vocab.nerc.ac.uk/collection/S27/current/CS004282/"
"85535-84-8",2365,"sC10C13Clakn","som C10-C13-chlooralkanen","ChemischeStof","2011-06-08","2011-08-26","Vervallen","","Id-d239c0d5-e0bb-4aad-94d1-a8077e13fbb1","http://vocab.nerc.ac.uk/collection/S27/current/CS003732/"
"85535-84-8",2365,"sC10C13Clakn","som C10-C13-chlooralkanen","ChemischeStof","2021-12-08","2100-01-01","Geldig","Id-0daefee1-d57a-4848-bc14-ad352cc8374e","Id-c86009b2-1719-4e3e-98e9-2c45272cafcf","http://vocab.nerc.ac.uk/collection/S27/current/CS003732/"
"86-50-0",328,"C1yazfs","methylazinfos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-8caa21e9-417b-469b-b936-fee1fe8ff8e4","http://vocab.nerc.ac.uk/collection/S27/current/CS001586/"
"86-73-7",777,"Fle","fluoreen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-94d38ef7-6d09-4392-9e0e-218da20fb953","http://vocab.nerc.ac.uk/collection/S27/current/CS002055/"
"87-60-5",3033,"3Cl2C1yAn","3-chloor-2-methylaniline","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-1b083bdf-a9eb-4c82-95b9-c9d23fd42982","http://vocab.nerc.ac.uk/collection/S27/current/CS004340/"
"87-60-5",3033,"3Cl2C1yAn","3-chloor-2-methylaniline","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-8d5c27fb-cc60-41b8-8ab1-48dd83200619","http://vocab.nerc.ac.uk/collection/S27/current/CS004340/"
"87-61-6",26,"123TClBen","1,2,3-trichloorbenzeen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-58336e94-5e9f-4ef8-a81d-4912b63c1c8a","http://vocab.nerc.ac.uk/collection/S27/current/CS000949/"
"87-63-8",2987,"2Cl6C1yAn","2-chloor-6-methylaniline","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-764b9fa0-b4e2-49f9-b2c5-4febb13ef299","http://vocab.nerc.ac.uk/collection/S27/current/CS004211/"
"87-63-8",2987,"2Cl6C1yAn","2-chloor-6-methylaniline","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-bc9543d4-7dbd-46ca-92f5-27199bf70a56","http://vocab.nerc.ac.uk/collection/S27/current/CS004211/"
"87-64-9",2597,"2Cl6C1yFol","2-chloor-6-methylfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-da70e3b1-0cea-42b9-be0a-db3f8c65afe1","http://vocab.nerc.ac.uk/collection/S27/current/CS004448/"
"87-65-0",136,"26DClFol","2,6-dichloorfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-5e0aa599-29a3-4701-b594-b66b7650a0b1","http://vocab.nerc.ac.uk/collection/S27/current/CS003335/"
"87-68-3",2146,"HxClbtDen","hexachloorbutadieen","ChemischeStof","2011-06-08","2011-06-08","Vervallen","","Id-3ed33a61-6739-495a-830e-cc7ed4378aba","http://vocab.nerc.ac.uk/collection/S27/current/CS002524/"
"87-68-3",2146,"HxClbtDen","hexachloorbutadieen","ChemischeStof","2011-06-09","2100-01-01","Geldig","","Id-ce105db6-8579-49a4-bcff-132a71a5dd20","http://vocab.nerc.ac.uk/collection/S27/current/CS002524/"
"87-86-5",1390,"PeClFol","pentachloorfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","Id-fe70625e-b565-4482-b9e0-3a14e3d0d958","Id-4399291e-f453-486b-9835-c6b3d188136d","http://vocab.nerc.ac.uk/collection/S27/current/CS003165/"
"87674-68-8",3651,"DmtAd","dimethenamide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-8fd9a5e4-d70c-4327-9c70-8e643b45f65a","http://vocab.nerc.ac.uk/collection/S27/current/CS004103/"
"88-06-2",106,"246TClFol","2,4,6-trichloorfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-2e84da00-82c2-4293-9c41-931f8b3fbc60","http://vocab.nerc.ac.uk/collection/S27/current/CS003334/"
"88-73-3",59,"1Cl2NO2Ben","1-chloor-2-nitrobenzeen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-a36d1c47-8089-4b17-ad2b-8e183f42ff05","http://vocab.nerc.ac.uk/collection/S27/current/CS004208/"
"88-75-5",170,"2NO2Fol","2-nitrofenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-555f02f3-5ca5-4629-b5e0-f96c2d73f81c","http://vocab.nerc.ac.uk/collection/S27/current/CS003338/"
"88-89-1",1733,"246TNO2Fol","2,4,6-trinitrofenol","ChemischeStof","2011-06-08","2014-01-30","Vervallen","","Id-31f47e77-8a38-453a-80e8-7746e451709c","http://vocab.nerc.ac.uk/collection/S27/current/CS003751/"
"88-89-1",1733,"246TNO2Fol","2,4,6-trinitrofenol","ChemischeStof","2014-01-31","2100-01-01","Geldig","","Id-da1fa7b3-bfb7-4daf-b683-b375c9ed17ab","http://vocab.nerc.ac.uk/collection/S27/current/CS003751/"
"882-09-7",2464,"clofbnzr","clofibrinezuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-35c30b53-8b46-4abc-9060-0089ab928440","http://vocab.nerc.ac.uk/collection/S27/current/CS003967/"
"886-50-0",1524,"terbtn","terbutrin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-048ca962-ab4c-486d-8b75-06f3c3cd5658","http://vocab.nerc.ac.uk/collection/S27/current/CS000851/"
"88671-89-0",4197,"mycbtnl","myclobutanil","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-8126817e-527e-454b-aaf8-1277b1dfa046","http://vocab.nerc.ac.uk/collection/S27/current/CS004114/"
"89-59-8",3079,"4Cl2NO2Tol","4-chloor-2-nitrotolueen","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-3bba26f6-21b1-475d-9141-ef4ebee77a4b","http://vocab.nerc.ac.uk/collection/S27/current/CS003209/"
"89-59-8",3079,"4Cl2NO2Tol","4-chloor-2-nitrotolueen","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-d98f5d2a-1158-4043-a2a0-07b65a9929ec","http://vocab.nerc.ac.uk/collection/S27/current/CS003209/"
"89-60-1",3082,"4Cl3NO2Tol","4-chloor-3-nitrotolueen","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-cefd7238-f50d-4146-ad93-10ac0df83984","http://vocab.nerc.ac.uk/collection/S27/current/CS003210/"
"89-60-1",3082,"4Cl3NO2Tol","4-chloor-3-nitrotolueen","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-6af38d64-59a3-41b9-bc4f-f3fd803a66fc","http://vocab.nerc.ac.uk/collection/S27/current/CS003210/"
"89-63-4",3077,"4Cl2NO2An","4-chloor-2-nitroaniline","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-f65ac409-1544-431a-b1fb-5dad597a88e5","http://vocab.nerc.ac.uk/collection/S27/current/CS004339/"
"89-63-4",3077,"4Cl2NO2An","4-chloor-2-nitroaniline","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-60bccc12-7090-44e4-aada-000005727b47","http://vocab.nerc.ac.uk/collection/S27/current/CS004339/"
"90-12-0",68,"1C1yNaf","1-methylnaftaleen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-fa585f26-b8a1-49bb-a5df-399f6712af0e","http://vocab.nerc.ac.uk/collection/S27/current/CS001971/"
"90-43-7",1332,"2FyFol","2-fenylfenol","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-abc214a8-07df-4889-a3f6-66b6d24514e0","http://vocab.nerc.ac.uk/collection/S27/current/CS004292/"
"90-43-7",1332,"2FyFol","2-fenylfenol","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-e82d240a-5c17-4a50-a66b-db5f206ba4d1","http://vocab.nerc.ac.uk/collection/S27/current/CS004292/"
"900-95-8",5042,"fentactt","fentinacetaat","ChemischeStof","2014-01-21","2100-01-01","Geldig","","Id-278b9f73-e473-43f4-9309-72290828434e","http://vocab.nerc.ac.uk/collection/S27/current/CS004250/"
"900-95-8",5042,"fentactt","fentinacetaat","ChemischeStof","2013-08-13","2014-01-20","Vervallen","","Id-1bfc26d1-e5e0-4254-a6cd-3c9b96c48c14","http://vocab.nerc.ac.uk/collection/S27/current/CS004250/"
"90717-03-6",4543,"quinmrc","quinmerac","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-fd32c3b2-6f10-43ee-95e1-d68ef96460fd","http://vocab.nerc.ac.uk/collection/S27/current/CS004429/"
"91-20-3",1259,"Naf","naftaleen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6f5eb204-3568-4e94-a61f-3d8bc4fff40d","http://vocab.nerc.ac.uk/collection/S27/current/CS002013/"
"91-57-6",165,"2C1yNaf","2-methylnaftaleen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6cc581f3-297c-47c0-a3c1-691dc031708c","http://vocab.nerc.ac.uk/collection/S27/current/CS001992/"
"91465-08-6",2233,"lcyhltn","lambda-cyhalothrin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-d169c05f-69d2-4e0c-b660-086636608f23","http://vocab.nerc.ac.uk/collection/S27/current/CS003187/"
"919-86-8",567,"demtSC1y","demeton-S-methyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-168278ac-e9a6-40f3-ac4e-e014779e4fcc","http://vocab.nerc.ac.uk/collection/S27/current/CS000417/"
"92-52-4",377,"biFy","bifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-0fdda05d-34b5-4940-8b8e-d6e5e46182f1","http://vocab.nerc.ac.uk/collection/S27/current/CS002356/"
"93-65-2",73,"MCPP","mecoprop","ChemischeStof","2011-08-28","2100-01-01","Geldig","","Id-d153e363-8290-4a52-823b-3c3177563e6f","http://vocab.nerc.ac.uk/collection/S27/current/CS000718/"
"93-65-2",73,"MCPP","2-methyl-4-chloorfenoxypropionzuur (mecoprop)","ChemischeStof","2011-06-08","2011-08-27","Vervallen","","Id-d20817a6-d5bb-4d49-a880-91513b9a0db1","http://vocab.nerc.ac.uk/collection/S27/current/CS000718/"
"93-72-1",103,"245TP","2,4,5-trichloorfenoxypropionzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-83b84bf5-28db-4286-b49f-bafb51120680","http://vocab.nerc.ac.uk/collection/S27/current/CS004430/"
"93-76-5",102,"245T","2,4,5-trichloorfenoxyazijnzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-390a242d-4c4b-433f-b53b-53f29d06f5cb","http://vocab.nerc.ac.uk/collection/S27/current/CS004252/"
"932-96-7",3083,"4ClNC1yAn","4-chloor-N-methylaniline","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-7fac1565-6ae7-461b-a7c7-4d6957c45d42","http://vocab.nerc.ac.uk/collection/S27/current/CS004189/"
"932-96-7",3083,"4ClNC1yAn","4-chloor-N-methylaniline","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-83e24e91-31d2-4a9e-b517-9e6a5509a60a","http://vocab.nerc.ac.uk/collection/S27/current/CS004189/"
"933-75-5",89,"236TClFol","2,3,6-trichloorfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-939f6b4d-b075-4910-8c8c-03543de74038","http://vocab.nerc.ac.uk/collection/S27/current/CS003893/"
"933-78-8",86,"235TClFol","2,3,5-trichloorfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3577ee6a-f814-4e10-b8c2-4e48a6735f17","http://vocab.nerc.ac.uk/collection/S27/current/CS003802/"
"935-95-5",84,"2356T4ClFol","2,3,5,6-tetrachloorfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-0cd83382-3601-4939-82cc-f54be58a2a5c","http://vocab.nerc.ac.uk/collection/S27/current/CS003838/"
"93703-48-1",7011,"PBDE77a","3,3',4,4'-tetrabroomdifenylether","ChemischeStof","2022-07-05","2100-01-01","Geldig","","Id-150b6be4-3710-43d8-a219-a0c4c24c034d","http://vocab.nerc.ac.uk/collection/S27/current/CS002223/"
"94-74-6",225,"MCPA","2-methyl-4-chloorfenoxyazijnzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-65070ef4-58fe-48c7-b1e4-3143b66312ad","http://vocab.nerc.ac.uk/collection/S27/current/CS001145/"
"94-75-7",116,"24D","2,4-dichloorfenoxyazijnzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-27a681e2-ad2c-4cae-bc54-828814f46192","http://vocab.nerc.ac.uk/collection/S27/current/CS001551/"
"94-81-5",226,"MCPB","2-methyl-4-chloorfenoxyboterzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c71bfb2d-48c6-4404-910c-81a598496489","http://vocab.nerc.ac.uk/collection/S27/current/CS004431/"
"94-82-6",117,"24DB","2,4-dichloorfenoxyboterzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3bfc8519-071a-4cc1-82b1-828d55effeec","http://vocab.nerc.ac.uk/collection/S27/current/CS004432/"
"94125-34-5",4507,"prosfrn","prosulfuron","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ff039120-7c1d-4c08-acaf-4654b853bb51","http://vocab.nerc.ac.uk/collection/S27/current/CS004184/"
"94361-06-5",3537,"cypcnzl","cyproconazool","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-bfe1689d-4f3e-466b-a9f5-cffbf0bd9cb4","http://vocab.nerc.ac.uk/collection/S27/current/CS004104/"
"95-47-6",1341,"12xyln","1,2-xyleen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-5d145f29-1ea1-4765-ae79-1a02ffce6d20","http://vocab.nerc.ac.uk/collection/S27/current/CS000963/"
"95-48-7",1331,"ocresl","o-cresol","ChemischeStof","2011-06-09","2100-01-01","Geldig","","Id-0dedeed4-36e7-46fd-af11-45fad02ceef2","http://vocab.nerc.ac.uk/collection/S27/current/CS003337/"
"95-48-7",1331,"ocresl","o-cresol","ChemischeStof","2011-06-08","2011-06-08","Vervallen","","Id-5f678205-5518-40fe-b1b6-3c70a5ed39f9","http://vocab.nerc.ac.uk/collection/S27/current/CS003337/"
"95-49-8",1330,"2ClTol","2-chloortolueen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-d8f65dca-9029-43c7-821e-6867c70eb4ed","http://vocab.nerc.ac.uk/collection/S27/current/CS004094/"
"95-50-1",35,"12DClBen","1,2-dichloorbenzeen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-35ecd860-158d-4bb4-a550-6402c6223e5f","http://vocab.nerc.ac.uk/collection/S27/current/CS003235/"
"95-51-2",145,"2ClAn","2-chlooraniline","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-9c43a703-06f1-4549-8e45-d7d409d7556d","http://vocab.nerc.ac.uk/collection/S27/current/CS004174/"
"95-57-8",146,"2ClFol","2-chloorfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-e79794e8-4add-49c2-baef-26c5f4b180e3","http://vocab.nerc.ac.uk/collection/S27/current/CS003253/"
"95-63-6",33,"124TC1yBen","1,2,4-trimethylbenzeen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-42d1aa6b-fdd1-4ae4-bd5e-031a46faf3b7","http://vocab.nerc.ac.uk/collection/S27/current/CS003329/"
"95-65-8",184,"34DC1yFol","3,4-dimethylfenol","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-2914ae55-4715-4f4b-9652-c3ab861b815a","http://vocab.nerc.ac.uk/collection/S27/current/CS003837/"
"95-65-8",184,"34DC1yFol","3,4-dimethylfenol","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-438a8c1a-3bf3-455b-bf59-7008c8d40c48","http://vocab.nerc.ac.uk/collection/S27/current/CS003837/"
"95-69-2",3075,"4Cl2C1yAn","4-chloor-2-methylaniline (p-chloor-o-toluidine)","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-7352d0e4-6990-4a16-8997-c85d3d62e6cc","http://vocab.nerc.ac.uk/collection/S27/current/CS004135/"
"95-69-2",3075,"4Cl2C1yAn","4-chloor-2-methylaniline (p-chloor-o-toluidine)","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-90aa7d2a-1b4e-4c3b-aa6d-cb7d3a57d5da","http://vocab.nerc.ac.uk/collection/S27/current/CS004135/"
"95-74-9",196,"3Cl4C1yAn","3-chloor-4-methylaniline","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c54de736-07b3-47d8-aec1-b26a0effce78","http://vocab.nerc.ac.uk/collection/S27/current/CS004188/"
"95-76-1",178,"34DClAn","3,4-dichlooraniline","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-5e12a80c-c28c-4839-b39e-c091950e21ed","http://vocab.nerc.ac.uk/collection/S27/current/CS004173/"
"95-77-2",179,"34DClFol","3,4-dichloorfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-cd2433b7-94ea-452a-9960-a3a227cb87f3","http://vocab.nerc.ac.uk/collection/S27/current/CS003885/"
"95-79-4",3097,"5Cl2C1yAn","5-chloor-2-methylaniline","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-871ee5ab-34c2-48f6-abc5-105e3e0e15c7","http://vocab.nerc.ac.uk/collection/S27/current/CS004136/"
"95-79-4",3097,"5Cl2C1yAn","5-chloor-2-methylaniline","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-368d4bf1-9a67-4451-8755-8ed800d8ed99","http://vocab.nerc.ac.uk/collection/S27/current/CS004136/"
"95-81-8",2984,"2Cl5C1yAn","2-chloor-5-methylaniline","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-32c4bf73-7a99-44c6-b3d6-63dd8d68bf66","http://vocab.nerc.ac.uk/collection/S27/current/CS004187/"
"95-81-8",2984,"2Cl5C1yAn","2-chloor-5-methylaniline","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-8a2980cd-ca92-40d8-aea4-cc4939d5df17","http://vocab.nerc.ac.uk/collection/S27/current/CS004187/"
"95-82-9",126,"25DClAn","2,5-dichlooraniline","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-73e25e56-a4e8-4037-a93b-59545a1c7e6d","http://vocab.nerc.ac.uk/collection/S27/current/CS004337/"
"95-94-3",30,"1245T4ClBen","1,2,4,5-tetrachloorbenzeen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-cd61d179-fa5d-4457-989f-a5e183b66641","http://vocab.nerc.ac.uk/collection/S27/current/CS004176/"
"95-95-4",101,"245TClFol","2,4,5-trichloorfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-7a2e3f52-32f9-41a5-ba1c-3364807f6754","http://vocab.nerc.ac.uk/collection/S27/current/CS003333/"
"950-37-8",1155,"metdton","methidathion","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-7b826418-2909-4ec2-924d-1ca549b6fa72","http://vocab.nerc.ac.uk/collection/S27/current/CS004319/"
"95465-99-9",3374,"cadsfs","cadusafos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-e8a3ebb1-819a-4dfe-9373-7360c9dbc331","http://vocab.nerc.ac.uk/collection/S27/current/CS004112/"
